lyrics_filename,mood,mood_cats,lyrics
Amy_MacDonald___The_Road_To_Home,calm,2,"""The Road to Home Lyrics[Verse 1]\nOh, the leaves are falling from the trees\nAnd the snow is coming, don't you know?\nBut I still remember which way to go\nI'm on the road, the road to home\n\n[Verse 2]\nOh, the sound is fading in my ears\nAnd I can't believe I've lasted all these years\nBut I still remember which way to go\nI'm on the road, the road to home\n[Verse 3]\nOh the light is fading all the time\nAnd this life I'm in, it seemed to pass me by\nBut I still remember which way to go\nI'm on the road, the road to home\n\n[Verse 4]\nNow I must say goodbye\nKeep telling myself now don't you cry\nBut I'm here where I belong\nI'll see you soon, it won't be long\n\n[Outro]\nI'll see you soon, it won't be long\nI'll see you soon, it won't be longYou might also likeEmbed"", 'default'"
Julian_Lennon___Too_Late_For_Goodbyes,happy,0,"""Too Late for Goodbyes Lyrics[Verse 1]\nEver since you've been leaving me\nI've been wanting to cry\nNow I know how it feels for you\nI've been wanting to die\n\n[Chorus]\nBut it's much too late for goodbyes\nYes, it's much too late for goodbyes\n\n[Verse 2]\nTime has gone since I've been with you\nAnd we've been starting to lie\nNow it seems you don't care for me\nAnd I don't understand why\n[Chorus]\nBut it's much too late for goodbyes\nYes, it's much too late for goodbyes\n\n[Verse 3]\nEver since you've been far away\nI've been wanting to fly\nNow I know what you meant to me\nI'm the one who should cry\n\n[Harmonica Solo]\n\n[Chorus]\nAnd it's much too late for goodbyes\nYes, it's much too late for goodbyes\n\n[Verse 4]\nEver since you've been leaving me\nI've been wanting to cry\nNow I know how it feels for you\nI've been wanting to die\n\n[Chorus]\nAnd it's much too late for goodbyes\nYes, it's much too late for goodbyes\nYou might also like[Outro]\nOoh, ah\nDit, dit, dit, dit doo\nBa da ba da ba da ba, ba\nBa ba ba ba ba2Embed"", 'default'"
In_Flames___Dial_595escape,happy,0,"'Dial 595-Escape Lyrics[Verse 1]\nCould it be a new day?\nFear in me so deep\nYou push me out, I feel far\n\nThe absence, close to me\nThe other side I crawl\nYou push me out, I fall\n\n[Pre-Chorus]\nHeal my wounds with everything\nAway you complicate me\nSick of cycles, drop to zero\nA while just like last times\nMy least favourite re-run\nSick of cycles, I bounce in grey\n[Chorus]\nEscape familiar home\nMemories remain alone\nReality trapped inside\nThe wicked descend\n\n[Verse 2]\nTesting higher mentality\nI conquer myself through this\nA furious path to walk\nNew space does exist beyond\nIn silence I dwell displeased\nRemain with the seed of unfulfilment\n\n[Pre-Chorus]\nHeal my wounds with everything\nAway you complicate me\nSick of cycles, drop to zero\nA while just like last times\nMy least favourite re-run\nSick of cycles, I bounce in grey\n\n[Chorus]\nEscape familiar home\nMemories remain alone\nReality trapped inside\nThe wicked descend - I hide\nYou might also like[Pre-Chorus]\nHeal my wounds with everything\nAway you complicate me\nSick of cycles, drop to zero\nA while just like last times\nMy least favourite re-run\nSick of cycles, I bounce in grey\n\n[Chorus] [x2]\nEscape familiar home\nMemories remain alone\nReality trapped inside\nThe wicked descend - I hide\n\nEscape familiar home\nMemories remain alone\nReality trapped inside\nThe wicked descend - I hideEmbed', 'default'"
Coph_Nia___The_Hall_Of_Truth,sad,1,"'The Hall Of Truth LyricsI did do evil\nI did commit violence\nI tormented many hearts\nI did steal\nI caused someone to be treacherously killed\nI lessened the offerings\nI did harm\nI uttered lies\nI made people weep\nI committed acts of self-pollution\nI fornicated\nI trespassed\nI did commit perfidy\nI damaged cultivated land\nI was an accuser\nI was angry without sufficient reason\nI turned a deaf ear to the words of truth\nI committed witchcraft\nI blasphemed\nI caused a slave to be maltreated by his master\nI did despise God in my heart...\nI have purloined offerings\nI have stolen the property of God\nI have carried away food\nI have been an eavesdropper\nI have slandered man\nI have debauched the likes of man\nI have terrorized\nI have transgressed the law\nI have been wroth\nI have multiplied my words in speaking\nI have worked witchcraft against the king\nI have stopped the flow of water\nI have raised my voice\nI have cursed God\nI have acted with arrogance\nI have stolen the bread of the Gods\nI have carried away the khenfu cakes from the Spirits of the dead\nI have slain the cattle belonging to the God\nI have made light to the bushel\nI did do evilYou might also likeEmbed', 'default'"
Celtic_Frost___Totengott,sad,1,"'Totengott Lyrics[Verse]\nI have never heard his voice\nNor have I ever seen his form\nYet still, he casts his dark shadow\nOn the light of my being\nDeath, negation of being\nWraith of inner sanctum\nApparition of my amorphousness\nSolemnity of my disembodiment\n\n[Outro]\nDeath, decay\nCreator of corpses\nPrinciple of annihilation\nSecret of negativity\nUnspeakable silence\nDespairing monologueEmbed', 'default'"
And_You_Will_Know_Us_By_The_Trail_Of_Dead___The_Lost_City_Of_Refuge,calm,2,"""The Lost City Of Refuge LyricsWith history, your bluest grace\nFalls apart, cascading down\nSpeak to me of beautiful hate\nOf island chains swept with the tide\nTragedy ripening on\nThe coral leis of a conquering king\n\nThey're swept away\nOh, but not lost\n\nBeneath the waves of trembling stars\nThe road winds towards\nThe windward side\nMy soul is saved by these city lights\nMy face is framed by the blanket of night\nThey're swept away\nOh, but not lost\n\nWas I too proud to say, or to wish for\nWords that I knew were forbidden?\nBecause I don't want to know\nI didn't want to see what I saw\nWhen I looked in the distance\n\nThey're swept away\nOh, but not lostYou might also likeEmbed"", 'default'"
Diana_Vickers___Four_Leaf_Clover,sad,1,"""Four Leaf Clover Lyrics[Intro]\nMmm-mmm\n\n[Verse 1]\nBoy, you let me down\nI tried too hard and I feel numb, now\nA crooked smile\nAnd a charm that drew me in\nBut beautiful eyes can hide so many things\n\n[Chorus]\nYou were my four leaf clover\nMy pure white dove\nYou were my lightning strike\nAnd my knock on wood\nMy hope, my faith, my luck and love, yeah\nYou were my shooting star that lit up the sky\nThen you broke the mirror and my heart died\nNo hope, no faith, no luck, no love\nJust ordinary\nYou're just ordinary now, oh-oh-oh\n[Verse 2]\nOh, I'm not naïve\nBut I thought you were the perfect thing for me\nDon't get me wrong\nYou can be wonderful sometimes\nBut then you're lost\nAnd you can't look me in the eyes\n\n[Chorus]\nYou were my four leaf clover\nMy pure white dove\nYou were my lightning strike\nAnd my knock on wood\nMy hope, my faith, my luck and love, yeah\nYou were my shooting star that lit up the sky\nThen you broke the mirror and my heart died\nNo hope, no faith, no luck, no love\nJust ordinary, oh-oh\nYou're just ordinary now, oh-oh\n\n[Post-Chorus]\nYeah, yeah, yeah, oh\nOrdinary, oh-oh\n\n[Chorus]\nYou were my four leaf clover\nMy pure white dove\nYou were my lightning strike\nAnd my knock on wood\nMy hope, my faith, my luck and love, yeah\nYou were my shooting star that lit up the sky\nThen you broke the mirror and my heart died\nNo hope, no faith, no luck, no love\nJust ordinary, oh-oh-oh\nYou're just ordinary now, mmm-mmmYou might also likeEmbed"", 'default'"
Heather_Nova___Heal,sad,1,"""Heal LyricsFall for me, my southern cross, my star\nShine for me when love has gone to far\nI've got you belly deep in me\n\nJust a little breath on the water is all we need\nJust a little strength in our hearts\nEnough to heal\nEnough to heal\n\nDig me out, can't leave this love for dead\nHand to mouth we're picking up the thread\nI've got you belly-deep in me\nJust a little breath on the water now is all we need\nJust a little a strength in our hearts\nEnough to heal\nEnough to heal\n\nAnd the sea glistens\nAnd the waves pull us in\nThere's something rising up and up\n\nJust a little breath on the water now\nJust a little strength in our hearts\nEnough to heal\nEnough to healYou might also likeEmbed"", 'default'"
Brendan_Perry___Sloth,sad,1,"""Sloth LyricsSometimes when I'm alone\nI imagine that the world is a mirror\nAnd in my mind's eye\nBehold my dark inner nature\n\nI've been wasting time on this time honoured whore\nTill I get so confused I can't see any more\nAnd I have crawled where I should have seen the signs\nDragging my feet when I could have been flying\n\nSometimes when I'm sad\nI drink to the health of my torment\nAnd dance at the altar\nTo the tune of a drunken black tango\nI've been wasting time on this time honoured whore\nTill I get so confused I can't see any more\nWasted my youth trying to settle old scores\nDragging my feet when I could have been flying\nDragging my feet when I should have been flying\nDragging my feet\nFlying\nFlying\n\nFly away, fly away\nFly away, fly away\nFly away, fly away\nFly away, fly awayYou might also likeEmbed"", 'default'"
Kamelot___Anthem,sad,1,"""Anthem LyricsWhat's a miracle, if life itself is not?\nWho am I to praise it's worth\nWith a hymn?\nI may stumble over words that I forgot\nJust as life itself will slowly begin\n\nSing me a song for the mountains to move\nSing me the anthem of life\nSing me the anthem of life\n\nI'm skeptical, I like my glass of wine\nI don't know your name, or what I am to do\nOne day you'll wonder why, try to read between the lines\nAnd you will sing for me, the way I sang for you\nSing me a song for the ocean to part\nSing me the anthem of life\nSing me the anthem of life\nSing me the anthem of life\n\nSo another page is turned\nPray I understand what's happening\nBut if anything, I do know this\nI'll be the best I can\n\nSing me a song like the angels rejoice\nSing me an anthem of life\nSing me the anthem\nSing me the anthem of lifeYou might also likeEmbed"", 'default'"
Aqualung___Halfway_To_The_Bottom,calm,2,"""Halfway to the Bottom  You're either dipping your toe\nOr you're drowning\nYou're either dipping your toe\nOr you're drowning\nIs it better never to start\nThan to bear the pain\nOf having to stop\nOf having to stop\n\nHalfway to the bottom\nInstantly forgotten\nI never thought it would come\nSo easy\nI never thought it would go\nSo quickly\nIs it safer never to love\nThan to risk your heart\nHaving to lose\nHaving to lose\n\nHalfway to the bottom\nInstantly forgotten\nI don't know\nWhich way to go\n\nIs it wiser never to speak\nThan to raise your voice\nAnd never be heard\nNever be heard\nNever be heard"
Fiona_Apple___Limp,anger,3,"""TranslationsFrançaisLimp Lyrics[Verse 1]\nYou wanna make me sick, you wanna lick my wounds, don't you, baby?\nYou want the badge of honour when you save my hide\nBut you're the one in the way of the day of doom, baby\nIf you need my shame to reclaim your pride\n\n[Chorus]\nAnd when I think of it, my fingers turn to fists\nI never did anything to you, man\nBut no matter what I try, you'll beat me with your bitter lies\nSo call me crazy, hold me down\nMake me cry, get off now, baby\nIt won't be long till you'll be lying limp in your own hands\n[Verse 2]\nYou feed the beast I have within me\nYou wave the red flag, baby, you make it run, run, run\nStanding on the sidelines, waving and grinning\nYou fondle my trigger, then you blame my gun\n\n[Chorus]\nAnd when I think of it, my fingers turn to fists\nI never did anything to you, man\nBut no matter what I try, you'll beat me with your bitter lies\nSo call me crazy, hold me down\nMake me cry, get off now, baby\nIt won't be long till you'll be lying limp in your own hands\n\n[Chorus]\nAnd when I think of it, my fingers turn to fists\nI never did anything to you, man\nBut no matter what I try, you'll beat me with your bitter lies\nSo call me crazy, hold me down\nMake me cry, get off now, baby\nIt won't be long till you'll be lying limp in your own handsYou might also like4Embed"", 'default'"
Fenix_TX___A_Song_For_Everyone,happy,0,"""A Song For Everyone LyricsWell I know that it's late\nBut the words wouldn't wait\nI'm really sorry that I woke you up\nI don't know what's come over me\nIf I'm wrong let me know\nDo you think I should go\nBut before you give an answer\nThink of somewhere you'd rather be\n\nAll that I have\nTwenty Six dollars and the keys to a Cadillac\nAll that I know\nDrive all night go anywhere you wanna go\nAll that I want and all that I need\nAnd all I wanna know is do you wanna come with me\n\nYou deserve more than this\nPacking guilt for a trip\nI never thought that I would get this far\nSearching for the words to say \nSummer wind desert stars\nAll of this could be yours\nYou know it only takes two words\nAnd we'll both be on our way\n\nAll that I have\nTwenty six dollars and the keys to a Cadillac\nAll that I know\nDrive all night go anywhere you wanna go\n\nAll that I want and all that I need\nAnd all I wanna know is do you wanna come with me\n\nAll I have All I know I changed the station and our song is on the radio\nAll I have All I know drive all night go anywhere you wanna go\nAll I have All I know I changed the station and our song is on the radio\nAll I have All I know drive all night go anywhere you wanna go\n\nDrive all night, go anywhere you wanna go\nDrive all night, go anywhere you want toYou might also likeEmbed"", 'default'"
